#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  2536.305  3435.638      25.233    23.560
  2524.080  3434.618      26.397    24.689
  2524.653  3431.557      27.671    25.854
  2535.396  3428.277      27.250    25.763
  2513.592  3446.688      25.290    23.635
  2514.187  3439.528      26.104    24.374
  2516.968  3453.866      22.456    20.696
  2519.877  3446.812      25.265    23.595
  2520.369  3449.098      26.159    24.475
  2520.987  3441.471      27.909    25.737
  2526.918  3456.223      25.728    24.035
  2529.153  3438.637      26.261    24.506
  2531.741  3460.281      21.912    20.089
  2532.761  3452.176      24.812    23.119
  2536.141  3441.704      25.056    23.367
  2536.125  3454.858      24.485    22.822
  2517.970  3459.023      28.688    25.794
  2525.341  3438.453      26.500    24.449
  2532.636  3441.857      28.027    25.478
  2524.134  3442.453      28.417    26.134
  2523.906  3483.217      26.101    24.566
  2529.001  3466.594      24.636    23.013
  2528.940  3485.956      26.824    25.164
  2534.878  3480.829      26.386    24.638
  2535.827  3469.720      25.572    23.719
  2513.308  3480.667      26.561    24.895
  2513.875  3495.091      25.568    23.866
  2525.545  3512.868      26.321    24.596
  2526.459  3496.774      26.444    25.411
  2529.038  3501.683      26.933    25.361
  2529.635  3490.198      26.703    24.942
  2530.188  3509.630      26.544    24.871
  2532.919  3494.956      26.388    24.758
  2532.951  3508.609      26.832    24.863
  2531.580  3507.098      27.381    25.855
  2537.611  3503.867      27.786    25.450
  2518.995  3516.939      24.089    22.441
  2519.861  3518.974      24.389    22.735
  2523.264  3535.056      25.911    24.086
  2521.430  3522.609      27.279    24.926
  2520.966  3542.766      24.591    23.038
  2523.383  3553.721      25.353    23.811
  2527.969  3540.747      24.224    22.598
  2530.869  3562.454      26.122    24.415
  2534.798  3539.399      27.030    25.003
  2538.012  3560.365      25.937    24.269
  2528.456  3538.210      26.420    24.633
  2513.302  3574.819      24.729    23.002
  2524.598  3567.565      26.649    25.027
  2528.964  3571.067      27.156    25.374
  2536.430  3580.141      27.375    25.440
  2537.931  3572.688      27.273    25.253
  2513.548  3587.018      26.904    24.836
  2526.580  3571.092      27.163    25.434
  2514.680  3588.298      25.426    23.830
  2517.016  3593.553      26.184    24.528
  2517.601  3604.380      25.151    23.448
  2521.653  3597.747      25.343    23.767
  2525.213  3590.367      24.639    23.019
  2530.695  3601.661      24.926    23.128
  2536.940  3610.798      26.971    25.144
  2537.953  3607.332      26.924    25.435
  2521.309  3604.691      27.773    25.863
  2515.520  3618.917      24.784    23.139
  2517.499  3622.938      25.684    24.037
  2519.213  3631.189      26.645    25.358
  2522.042  3621.698      25.461    23.820
  2524.393  3634.780      25.704    24.123
  2529.145  3613.766      25.900    24.455
  2530.216  3636.054      26.392    25.085
  2516.286  3649.123      19.738    17.841
  2523.240  3653.396      26.504    24.782
  2529.408  3658.477      26.434    24.346
  2530.570  3652.960      27.270    25.021
  2516.309  3680.381      25.352    23.665
  2518.708  3678.090      25.189    23.634
  2520.833  3667.392      23.549    21.858
  2534.776  3670.933      24.199    22.591
  2531.408  3679.527      27.605    25.817
  2533.462  3670.499      26.347    24.747
  2514.694  3690.895      26.955    25.255
  2525.349  3694.609      26.683    25.043
  2529.044  3704.088      25.152    23.484
  2532.938  3696.479      26.951    25.055
  2533.426  3705.346      25.156    23.573
  2535.214  3708.856      26.539    24.799
  2517.941  3729.681      26.303    24.840
  2525.726  3719.625      26.721    25.276
  2530.827  3722.859      27.338    25.024
  2531.163  3715.843      24.552    22.983
  2516.610  3727.261      26.985    25.598
  2520.793  3736.182      25.717    25.151
  2537.486  3713.675      27.852    25.916
  2518.541  3761.843      24.093    22.497
  2520.852  3757.552      25.019    23.433
  2521.796  3760.876      24.173    22.602
  2535.521  3742.328      27.323    25.781
  2536.421  3757.934      27.001    25.718
  2515.523  3768.834      27.450    25.862
  2530.441  3781.398      25.063    23.549
  2515.526  3801.285      27.143    25.486
  2524.257  3808.216      21.075    19.279
  2530.078  3806.633      26.327    24.663
  2513.949  3836.670      24.876    23.237
  2515.026  3828.410      25.738    24.036
  2528.007  3832.582      24.920    23.362
  2528.882  3836.269      26.040    24.831
  2533.954  3816.909      24.672    23.053
  2533.402  3833.109      27.076    25.255
  2514.688  3831.965      26.524    25.155
  2526.515  3829.205      26.237    24.849
  2536.839  3818.350      26.460    24.732
  2523.875  3829.062      27.706    25.897
  2535.667  3847.724      25.411    23.829
  2516.897  3865.726      24.915    23.368
  2522.071  3870.629      26.401    24.725
  2526.648  3875.490      26.458    24.631
  2530.735  3875.888      26.759    25.026
  2535.084  3865.752      25.190    23.478
  2514.453  3901.590      24.685    23.132
  2525.469  3896.174      26.896    24.979
  2526.731  3893.575      26.508    24.782
  2529.237  3906.402      25.868    24.105
  2533.145  3897.729      23.579    21.952
  2536.825  3907.167      25.380    23.436
  2516.309  3903.289      26.646    24.921
  2526.137  3900.036      27.233    25.873
  2516.243  3914.053      25.990    24.272
  2520.721  3919.472      26.867    25.001
  2521.227  3924.386      24.526    22.927
  2526.988  3936.250      26.080    24.341
  2527.070  3921.944      26.632    25.090
  2529.967  3916.437      26.159    24.522
  2529.215  3918.523      26.114    24.546
  2515.508  3962.475      25.893    24.110
  2524.878  3955.871      25.394    23.663
  2531.888  3960.914      25.669    24.083
  2536.337  3938.403      25.116    23.480
  2524.942  3957.231      27.092    25.221
  2528.896  3963.927      28.361    25.800
  2541.106  2990.591      24.251    22.805
  2542.569  2996.215      24.326    22.792
  2542.304  3005.441      24.185    22.590
  2546.664  2989.484      26.211    24.636
  2553.223  2996.156      25.153    23.545
  2555.971  2999.159      26.631    24.940
  2556.183  3004.140      25.820    24.193
  2561.274  2998.519      26.292    24.753
  2562.585  3002.000      26.379    24.681
  2541.235  3006.630      26.414    24.522
  2545.438  3004.057      26.090    24.328
  2550.731  2999.877      28.429    26.242
  2554.874  2993.505      26.983    25.488
  2559.079  2995.146      28.046    25.665
  2549.337  2999.249      27.714    26.020
  2539.418  3022.608      24.845    23.053
  2540.987  3015.214      24.334    22.730
  2550.828  3013.079      25.894    24.105
  2551.958  3025.670      24.696    23.119
  2554.246  3036.923      24.182    22.721
  2552.467  3024.109      26.188    24.479
  2552.414  3013.083      26.309    24.540
  2561.888  3024.480      26.654    24.998
  2541.141  3049.903      24.918    23.341
  2540.618  3061.486      25.147    23.579
  2547.034  3051.302      24.699    23.055
  2547.422  3061.774      24.199    22.580
  2548.529  3042.396      25.996    24.072
  2551.021  3055.698      25.893    24.013
  2553.827  3041.955      24.593    22.957
  2554.607  3059.450      24.662    23.051
  2559.167  3040.881      27.340    25.450
  2545.121  3062.670      26.734    25.123
  2548.449  3055.474      26.169    24.567
  2542.158  3074.062      25.605    23.976
  2541.956  3086.412      26.283    24.677
  2544.425  3073.387      26.405    24.693
  2546.047  3070.553      25.081    23.390
  2548.998  3072.870      24.606    22.990
  2549.113  3086.087      26.135    24.540
  2551.432  3081.289      24.686    23.063
  2555.369  3065.134      24.597    22.999
  2557.303  3073.074      24.772    23.134
  2557.926  3081.657      20.181    18.356
  2558.512  3068.753      26.557    24.617
  2538.978  3076.102      26.937    25.285
  2543.354  3087.227      26.559    24.825
  2544.422  3068.971      25.690    23.982
  2554.926  3067.941      26.406    25.029
  2541.648  3104.890      24.406    22.850
  2543.659  3090.237      25.018    23.473
  2545.884  3107.222      25.208    23.621
  2548.023  3096.682      23.735    22.112
  2553.483  3109.102      25.718    23.980
  2560.809  3107.225      25.614    24.050
  2562.255  3103.648      26.287    24.702
  2541.923  3094.260      27.102    25.428
  2544.155  3110.966      26.405    24.651
  2545.124  3091.055      26.495    24.848
  2553.497  3100.966      27.404    25.391
  2538.454  3118.602      24.449    22.890
  2540.684  3137.581      26.029    24.175
  2546.294  3126.728      26.755    24.779
  2546.228  3131.075      26.610    24.590
  2547.414  3114.830      21.733    20.566
  2550.079  3130.208      26.217    24.425
  2552.632  3137.771      26.927    25.122
  2553.676  3119.236      26.597    25.170
  2555.137  3125.183      25.159    23.581
  2558.031  3134.207      27.069    24.911
  2561.785  3122.231      20.912    19.348
  2545.594  3136.196      25.510    23.846
  2550.721  3116.345      25.219    23.611
  2552.302  3132.072      26.876    24.982
  2556.738  3135.086      29.030    25.790
  2547.559  3133.356      28.016    26.577
  2542.786  3162.358      24.657    23.075
  2546.945  3139.644      23.928    22.321
  2550.536  3160.483      26.849    25.349
  2551.885  3149.794      24.579    23.028
  2552.325  3153.684      25.438    23.868
  2557.718  3153.042      26.028    24.244
  2561.697  3142.371      26.215    24.411
  2548.521  3148.688      26.180    24.417
  2539.812  3183.865      25.668    23.985
  2540.083  3166.734      26.709    24.989
  2544.048  3184.246      24.530    22.898
  2548.623  3184.313      21.553    19.768
  2555.677  3185.698      24.090    22.484
  2557.107  3166.527      26.583    24.933
  2545.081  3176.944      27.158    25.751
  2550.099  3179.790      26.317    24.356
  2555.695  3164.884      26.696    25.700
  2539.227  3199.905      26.448    24.458
  2540.224  3195.008      25.850    24.017
  2546.361  3190.460      25.526    23.886
  2549.385  3191.942      24.749    23.141
  2553.142  3189.652      25.291    23.635
  2553.585  3196.121      25.383    23.578
  2553.159  3202.233      25.635    23.988
  2554.573  3207.220      26.729    25.174
  2555.743  3194.427      25.664    23.899
  2555.696  3212.680      25.240    23.618
  2558.648  3208.290      25.247    23.665
  2539.153  3196.352      27.379    24.964
  2549.326  3196.899      28.223    25.600
  2552.465  3204.233      28.002    28.194
  2538.733  3226.140      23.991    22.430
  2541.414  3235.465      23.429    21.785
  2541.722  3220.522      23.431    21.727
  2547.711  3222.778      24.832    23.219
  2550.049  3237.597      24.295    22.699
  2555.020  3226.995      27.683    25.367
  2558.867  3233.009      24.515    22.846
  2540.336  3231.655      25.481    23.788
  2550.755  3222.931      28.090    26.110
  2561.695  3220.351      27.479    26.019
  2560.681  3222.713      27.202    26.073
  2539.635  3241.582      24.733    23.107
  2541.811  3253.730      24.644    23.116
  2547.343  3243.469      26.766    24.730
  2548.275  3246.138      26.978    25.200
  2549.874  3256.268      25.708    23.999
  2554.448  3259.329      25.348    23.616
  2555.646  3247.673      24.313    22.681
  2557.749  3239.072      24.388    22.820
  2561.161  3259.619      24.330    22.709
  2561.854  3254.599      25.900    24.051
  2542.861  3262.689      27.062    25.481
  2543.543  3253.531      26.453    24.708
  2550.745  3241.072      26.419    24.849
  2557.560  3248.348      25.911    24.468
  2561.143  3256.606      27.450    25.113
  2561.529  3238.858      27.337    25.570
  2538.820  3287.160      25.215    23.564
  2539.585  3271.118      26.232    24.526
  2547.573  3263.214      23.673    22.008
  2557.434  3282.239      26.226    24.395
  2561.768  3263.392      24.344    22.768
  2562.563  3271.981      24.551    22.943
  2545.054  3287.831      24.833    23.227
  2547.456  3265.233      25.602    24.050
  2558.604  3270.207      26.613    24.939
  2543.559  3287.537      25.566    23.798
  2543.980  3296.544      23.863    22.150
  2545.223  3291.043      23.517    21.812
  2550.528  3288.452      26.313    24.484
  2554.754  3300.041      25.861    24.202
  2556.323  3290.217      25.652    23.998
