#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
  3263.969  3425.481     29.2701    9.900     1     28.5631    2.394     2     43.90010094240    -54.10594606732        0
  3264.431  3436.685     29.1291    9.900     1     32.6281    9.900     1     43.90011183352    -54.10579045302        0
  3269.696  3444.561     30.7511    9.900     1     31.7311    9.900     1     43.90023651224    -54.10568106019        1
  3277.092  3476.590     30.1451    9.900     1     28.6671    9.900     1     43.90041155269    -54.10523620176        0
  3295.482  3273.009     33.9021    9.900     1     28.0911    9.900     1     43.90084817192    -54.10806376430        1
  3297.992  3276.147     29.5481    9.900     1     28.2241    4.968     2     43.90090761587    -54.10802017925        0
  3299.532  3265.289     30.1781    9.900     1     28.4161    0.337     3     43.90094415105    -54.10817098721        0
  3300.551  3272.324     28.4421    9.900     1     27.0391    0.086     3     43.90096825518    -54.10807327663        0
  3291.976  3350.748     29.7021    9.900     1     33.0021    9.900     1     43.90076473564    -54.10698403618        0
  3303.880  3340.968     28.0831    0.700     2     26.6761    0.352     3     43.90104677190    -54.10711986804        1
  3302.012  3407.337     31.7571    9.900     1     28.8871    9.900     1     43.90100218997    -54.10619805909        0
  3296.184  3420.970     25.2161    0.244     2     24.7611    0.059     3     43.90086406883    -54.10600871020        0
  3303.072  3431.421     27.0121    9.900     1     26.0911    9.900     1     43.90102717866    -54.10586355222        1
  3287.744  3447.535     29.7601    9.900     1     33.0021    9.900     1     43.90066401329    -54.10563974760        0
  3332.437  3273.687     29.5421    0.064     2     28.2481    0.342     2     43.90172359757    -54.10805433470        1
  3314.485  3311.415     28.5221    9.900     1     27.3961    0.660     2     43.90129813932    -54.10753033070        1
  3313.781  3335.699     30.3111    9.900     1     28.9781    0.481     2     43.90128133877    -54.10719304661        1
  3319.043  3318.029     27.0441    0.440     3     26.1891    0.407     4     43.90140607871    -54.10743846623        1
  3318.365  3336.031     33.9021    1.259     3     30.4941    9.900     1     43.90138992544    -54.10718843382        0
  3326.941  3361.416     28.9571    9.900     1     28.2621    9.900     1     43.90159294661    -54.10683585456        0
  3326.482  3363.688     29.9011    0.625     3     28.8201    9.900     1     43.90158206186    -54.10680429855        0
  3315.399  3398.972     26.4381    0.008     3     25.7351    0.265     3     43.90131934385    -54.10631423729        1
  3323.708  3402.420     30.3171    9.900     1     28.0521    9.900     1     43.90151615012    -54.10626634460        1
  3326.490  3405.689     30.7541    0.793     2     28.9811    0.290     2     43.90158203325    -54.10622093998        0
  3316.309  3440.181     31.3051    9.900     1     28.1851    2.367     2     43.90134068933    -54.10574187862        1
  3332.797  3447.761     30.4121    1.465     2     28.7991    9.900     1     43.90173121293    -54.10563659310        0
  3316.290  3463.030     26.2841    0.175     2     25.5341    0.109     4     43.90134012246    -54.10542452523        1
  3342.561  3272.170     26.9741    0.005     3     25.6521    9.900     1     43.90196343363    -54.10807540106        0
  3349.866  3265.958     29.6021    9.900     1     29.8991    9.900     1     43.90213651568    -54.10816167799        1
  3353.302  3265.243     29.4701    9.900     1     29.7181    9.900     1     43.90221791535    -54.10817160755        0
  3340.930  3271.390     27.3221    0.137     3     26.4321    9.900     1     43.90192480091    -54.10808623516        0
  3338.041  3268.915     28.9001    0.757     3     27.7341    9.900     1     43.90185637626    -54.10812061183        0
  3342.539  3269.653     33.9021    9.900     1     33.0021    9.900     1     43.90196292587    -54.10811036008        0
  3342.539  3269.657     33.9021    9.900     1     33.0021    9.900     1     43.90196292584    -54.10811030452        0
  3344.188  3271.934     28.3731    9.900     1     26.8321    9.900     1     43.90200197700    -54.10807867834        0
  3343.684  3274.008     27.8661    0.278     3     26.6031    9.900     1     43.90199002666    -54.10804987239        0
  3340.066  3381.980     29.8881    9.900     1     31.1791    2.443     2     43.90190374731    -54.10655023336        1
  3351.657  3397.765     28.2861    1.730     2     28.1371    0.456     2     43.90217823206    -54.10633098899        1
  3359.186  3421.860     33.9021    9.900     1     28.5481    9.900     1     43.90235644816    -54.10599632710        0
  3385.008  3258.467     27.2481    0.202     2     26.3951    9.900     1     43.90296904097    -54.10826570955        0
  3384.139  3256.180     27.3541    0.049     2     26.7881    0.471     2     43.90294846800    -54.10829747436        0
  3385.392  3254.622     28.3271    1.024     2     27.7501    9.900     1     43.90297815938    -54.10831911324        0
  3371.875  3298.502     31.0371    9.900     1     28.3821    9.900     1     43.90265770869    -54.10770966160        0
  3374.019  3356.696     25.1845    0.017     4     24.6231    0.109     3     43.90270817344    -54.10690139514        1
  3382.383  3341.006     29.4001    0.878     4     29.1191    9.900     1     43.90290639162    -54.10711931316        0
  3374.215  3373.793     31.6851    0.667     2     28.4231    0.626     2     43.90271272110    -54.10666393212        0
  3371.061  3388.443     25.6451    0.705     3     24.7691    0.099     3     43.90263792707    -54.10646045703        0
  3373.862  3389.003     26.1711    9.900     1     25.2071    0.077     3     43.90270427444    -54.10645267814        0
  3365.786  3432.779     29.1481    9.900     1     28.2761    9.900     1     43.90251272806    -54.10584466910        1
  3377.040  3487.714     24.2249    0.020     3     23.7731    0.051     3     43.90277900318    -54.10508166426        1
  3386.577  3480.647     29.2511    0.271     3     28.5351    9.900     1     43.90300494956    -54.10517981566        0
  3377.762  3485.661     24.2249    0.147     3     23.7731    0.367     4     43.90279611694    -54.10511017846        0
  3411.007  3269.905     33.9021    9.900     1     29.7661    9.900     1     43.90358486876    -54.10810683638        0
  3389.278  3353.624     29.6761    2.290     2     29.2851    9.900     1     43.90306965215    -54.10694405737        1
  3396.664  3371.380     30.0131    1.421     2     28.3401    9.900     1     43.90324451273    -54.10669743892        0
  3410.896  3434.756     33.9021    2.132     2     33.0021    9.900     1     43.90358127277    -54.10581719466        0
  3419.780  3298.997     33.9021    9.900     1     29.1271    9.900     1     43.90379252047    -54.10770276994        0
  3415.606  3341.157     26.3211    9.900     1     30.1491    9.900     1     43.90369339444    -54.10711720443        0
  3427.882  3347.277     28.9581    9.900     1     27.5221    9.900     1     43.90398415799    -54.10703219854        0
  3421.753  3382.503     26.3471    0.289     2     25.6631    0.368     2     43.90383876180    -54.10654294114        1
  3413.479  3394.452     30.1121    0.197     2     28.3081    9.900     1     43.90364269541    -54.10637698244        1
  3431.007  3406.786     27.7651    0.193     3     27.1351    0.305     2     43.90405782608    -54.10620566750        1
  3431.624  3411.463     29.8611    0.521     2     27.8241    2.193     2     43.90407241338    -54.10614070769        0
  3418.794  3423.541     29.6121    9.900     1     28.9601    9.900     1     43.90376842528    -54.10597295885        0
  3421.940  3420.414     31.3101    1.057     2     29.6221    9.900     1     43.90384296591    -54.10601638917        1
  3438.112  3251.643     29.9951    9.900     1     33.0021    9.900     1     43.90422707242    -54.10836047085        0
  3446.616  3295.448     30.0011    9.900     1     33.0021    9.900     1     43.90442825636    -54.10775205330        0
  3450.476  3349.958     28.9961    9.900     1     28.6791    0.493     2     43.90451935873    -54.10699495391        0
  3456.634  3360.974     29.8681    9.900     1     31.1461    9.900     1     43.90466516362    -54.10684194881        1
  3438.000  3382.761     30.7231    9.900     1     32.8501    9.900     1     43.90422362227    -54.10653935213        0
  3452.358  3406.573     29.7131    9.900     1     28.7541    1.109     2     43.90456358985    -54.10620861852        1
  3443.096  3422.342     29.3101    9.900     1     28.6441    9.900     1     43.90434409512    -54.10598960357        0
  3446.662  3422.323     29.7241    0.793     2     33.0021    9.900     1     43.90442856620    -54.10598986623        1
  3457.069  3455.146     33.2841    9.900     1     28.7251    2.388     2     43.90467488146    -54.10553397877        0
  3457.159  3486.245     27.4531    1.283     2     26.7051    0.163     2     43.90467681962    -54.10510203979        1
  3475.449  3262.547     24.5443    0.824     2     24.0501    9.900     1     43.90511148765    -54.10820901057        0
  3474.608  3264.152     24.5443    0.029     3     24.0501    0.269     4     43.90509155486    -54.10818671876        1
  3479.635  3267.186     31.6241    0.030     2     28.1311    9.900     1     43.90521062068    -54.10814457732        0
  3471.895  3309.430     28.9791    4.832     2     29.5851    9.900     1     43.90502699886    -54.10755784635        0
  3484.990  3306.577     30.5031    9.900     1     28.9691    9.900     1     43.90533722172    -54.10759746760        1
  3474.438  3332.808     28.3381    1.058     3     27.6861    0.027     2     43.90508709055    -54.10723314472        1
  3470.997  3432.453     29.4021    9.900     1     33.0021    9.900     1     43.90500494642    -54.10584916065        0
  3468.031  3454.812     33.9021    0.141     2     29.5091    0.981     2     43.90493454720    -54.10553861397        0
  3472.692  3457.265     30.4121    9.900     1     29.5571    9.900     1     43.90504493960    -54.10550454225        0
  3467.898  3465.858     30.2441    0.516     2     28.1011    9.900     1     43.90493132700    -54.10538519436        1
  3485.860  3476.080     30.1751    9.900     1     28.3071    1.244     2     43.90535673640    -54.10524321318        1
  3495.156  3301.672     30.9911    0.696     2     30.4441    9.900     1     43.90557807403    -54.10766559042        1
  3499.324  3374.928     29.5471    1.116     3     29.1181    1.106     2     43.90567632819    -54.10664812475        0
  3512.542  3372.573     24.5963    9.900     1     24.1351    0.042     2     43.90598945519    -54.10668082916        1
  3512.891  3370.731     24.5963    9.900     1     24.1351    0.414     2     43.90599773469    -54.10670641287        0
